                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    107,                0.32121,                0.34737,                0.90753,                0.36623,                0.35436,                0.91964,                0.98134,                0.95441,                0.98819,                0.95645,                0.25806,                0.19285,                0.82029,                0.28013,                0.15165,                0.82996,             0.00040844,             0.00040844,             0.00040844
                    108,                0.30637,                0.33782,                 0.9016,                0.35038,                 0.3433,                0.91168,                0.97329,                 0.9562,                0.98846,                0.96123,                 0.2583,                0.19035,                0.82492,                0.26834,                0.14974,                0.82743,             0.00040638,             0.00040638,             0.00040638
                    109,                 0.3134,                0.33917,                0.91069,                 0.3566,                0.34362,                  0.924,                0.97953,                0.94682,                0.98634,                0.96357,                0.25563,                0.19475,                0.82441,                0.26997,                0.15178,                0.82876,             0.00040431,             0.00040431,             0.00040431
                    110,                0.31685,                0.34354,                0.91092,                0.36122,                 0.3468,                0.92289,                0.95995,                0.96292,                0.98555,                0.95626,                0.26542,                0.20109,                0.82971,                0.27282,                 0.1596,                0.83362,             0.00040225,             0.00040225,             0.00040225
                    111,                0.31172,                0.33538,                0.90487,                0.35054,                0.34095,                0.91354,                0.98828,                0.93271,                0.98564,                0.95535,                0.25927,                0.19359,                0.82484,                0.27676,                0.16621,                0.83217,             0.00040019,             0.00040019,             0.00040019
                    112,                0.30713,                0.32357,                0.90755,                0.34794,                0.31782,                0.91523,                0.96004,                0.96105,                0.98831,                0.96063,                0.25498,                0.20005,                0.82197,                0.26725,                0.16122,                0.82952,             0.00039813,             0.00039813,             0.00039813
                    113,                0.30942,                 0.3261,                0.90521,                0.35281,                0.32781,                 0.9146,                0.95966,                0.94479,                 0.9884,                0.96194,                0.25363,                0.19611,                0.82324,                0.26586,                0.15497,                0.82944,             0.00039606,             0.00039606,             0.00039606
                    114,                0.29856,                0.31379,                0.89262,                0.34312,                0.30901,                0.90394,                  0.967,                 0.9616,                0.98715,                0.96139,                0.25252,                0.18906,                0.81875,                0.26421,                0.14339,                0.82248,               0.000394,               0.000394,               0.000394
                    115,                0.31092,                0.32827,                0.90702,                0.35311,                0.32451,                0.91777,                0.95972,                0.96868,                0.98879,                0.96024,                0.25293,                0.19092,                0.81889,                0.26423,                0.14627,                0.82137,             0.00039194,             0.00039194,             0.00039194
                    116,                0.30503,                 0.3236,                0.90782,                0.34853,                0.31852,                0.92222,                0.95607,                0.95147,                0.98779,                0.96398,                0.25017,                0.18317,                0.82041,                0.25615,                0.14829,                0.82252,             0.00038988,             0.00038988,             0.00038988
                    117,                0.31212,                0.32475,                0.90939,                0.35244,                0.31831,                 0.9215,                0.94717,                0.95055,                0.98537,                0.95734,                 0.2611,                0.20317,                0.82939,                0.26491,                  0.158,                0.83392,             0.00038781,             0.00038781,             0.00038781
                    118,                 0.3106,                0.33184,                0.91043,                0.35148,                0.33308,                0.92039,                0.97941,                0.95513,                0.99121,                0.96071,                0.26709,                0.19986,                0.83045,                0.27404,                0.15255,                0.83573,             0.00038575,             0.00038575,             0.00038575
                    119,                0.30532,                0.31804,                0.90536,                0.34436,                  0.309,                0.91668,                0.98092,                 0.9482,                0.98595,                0.95905,                0.25777,                0.20109,                0.82469,                0.26229,                0.16197,                0.82568,             0.00038369,             0.00038369,             0.00038369
                    120,                0.30581,                0.32924,                0.90785,                 0.3428,                0.32408,                0.91798,                0.97972,                0.95998,                0.99068,                0.96364,                0.25587,                0.19367,                0.82371,                0.25955,                 0.1323,                0.82594,             0.00038163,             0.00038163,             0.00038163
                    121,                 0.3062,                0.32866,                0.90251,                0.34726,                0.32265,                0.91206,                0.95866,                 0.9701,                0.98991,                0.96634,                0.25097,                0.18811,                 0.8185,                0.26029,                0.15047,                0.82169,             0.00037956,             0.00037956,             0.00037956
                    122,                0.29802,                0.31429,                0.90281,                0.33919,                0.31376,                0.91146,                0.96863,                0.95083,                0.98458,                0.95569,                 0.2533,                0.20769,                0.82073,                0.26806,                0.17042,                0.82824,              0.0003775,              0.0003775,              0.0003775
                    123,                0.30109,                0.32241,                0.90731,                0.34347,                0.32324,                0.91773,                0.97001,                0.96851,                0.98868,                 0.9611,                0.24945,                0.18635,                 0.8204,                0.26154,                0.14179,                0.82387,             0.00037544,             0.00037544,             0.00037544
                    124,                0.29768,                0.30919,                0.90264,                 0.3355,                0.30448,                0.91127,                0.97017,                0.98061,                0.99259,                0.96585,                0.25086,                0.18053,                0.82034,                0.25897,                 0.1351,                0.82092,             0.00037337,             0.00037337,             0.00037337
                    125,                0.29701,                0.31441,                0.90003,                0.34059,                0.30741,                0.90928,                0.97991,                0.96391,                 0.9902,                0.96383,                0.25189,                0.18913,                0.81888,                0.26327,                0.14441,                 0.8226,             0.00037131,             0.00037131,             0.00037131
                    126,                 0.3009,                0.31016,                0.89817,                0.34684,                 0.3055,                0.90814,                0.97859,                0.96585,                0.99205,                0.96619,                0.24997,                0.18025,                0.81854,                 0.2541,                0.13577,                0.81971,             0.00036925,             0.00036925,             0.00036925
                    127,                0.29106,                0.30203,                0.89404,                0.33293,                0.29559,                0.90273,                0.94993,                0.97795,                0.99016,                0.96328,                0.25263,                0.19446,                 0.8237,                0.25786,                0.13995,                0.82715,             0.00036719,             0.00036719,             0.00036719
                    128,                0.30416,                0.33083,                0.90688,                0.34145,                0.33611,                0.91732,                0.98837,                0.94105,                0.98615,                0.96094,                0.24951,                0.19334,                0.81863,                0.25323,                0.15746,                0.82215,             0.00036513,             0.00036513,             0.00036513
                    129,                0.30178,                0.31525,                0.90069,                0.34234,                0.32121,                0.91184,                0.96971,                0.98255,                0.99039,                 0.9627,                0.24788,                0.18417,                0.81774,                0.25262,                0.13123,                0.82035,             0.00036306,             0.00036306,             0.00036306
                    130,                0.30239,                0.30658,                0.90276,                0.34042,                0.30213,                 0.9121,                0.97303,                0.96306,                0.99031,                0.96202,                0.25316,                 0.1868,                0.82314,                 0.2562,                0.14969,                0.82379,               0.000361,               0.000361,               0.000361
                    131,                 0.2975,                0.30628,                0.89704,                0.33493,                0.30265,                0.90565,                0.97716,                0.96896,                0.98828,                0.96615,                0.24472,                 0.1897,                0.81655,                0.24726,                0.14142,                 0.8175,             0.00035894,             0.00035894,             0.00035894
                    132,                0.29365,                0.30627,                0.90481,                0.33167,                0.30453,                0.91442,                0.98622,                0.96572,                0.98916,                0.96548,                0.24882,                0.18674,                0.81772,                0.25693,                0.14708,                0.82021,             0.00035687,             0.00035687,             0.00035687
                    133,                0.29384,                0.30259,                0.89339,                0.33154,                0.29351,                0.90378,                0.97897,                0.97995,                0.99211,                0.96756,                0.24751,                0.17663,                0.81671,                0.25283,                0.13156,                0.81841,             0.00035481,             0.00035481,             0.00035481
                    134,                0.29972,                0.31627,                0.90293,                0.33874,                0.31155,                0.91148,                0.97683,                0.96849,                   0.99,                0.96825,                0.24013,                0.18202,                0.81554,                0.24964,                0.14445,                0.81622,             0.00035275,             0.00035275,             0.00035275
                    135,                0.30018,                0.31552,                 0.9069,                0.33789,                0.31776,                0.91701,                0.97811,                0.98507,                0.99294,                0.96952,                0.24605,                0.16949,                0.82137,                0.25187,                 0.1211,                0.82459,             0.00035069,             0.00035069,             0.00035069
                    136,                0.29292,                0.30445,                0.90104,                0.32912,                0.29704,                0.90862,                 0.9782,                0.96893,                0.99098,                0.96728,                0.24096,                0.17475,                0.81579,                0.25047,                0.13189,                0.82306,             0.00034862,             0.00034862,             0.00034862
                    137,                0.29176,                0.29952,                0.89729,                0.32932,                0.29533,                0.90662,                0.97762,                0.97523,                0.99064,                0.96795,                0.24677,                0.18042,                0.81727,                0.24833,                0.13669,                0.81876,             0.00034656,             0.00034656,             0.00034656
                    138,                0.29478,                0.29141,                0.90064,                0.33423,                0.28525,                0.91069,                 0.9679,                0.97481,                0.98925,                0.96775,                0.23898,                0.18148,                0.81319,                0.24465,                0.13837,                0.81637,              0.0003445,              0.0003445,              0.0003445
                    139,                0.29537,                0.29513,                 0.8999,                0.33445,                0.28975,                0.90954,                0.98466,                0.95327,                0.98936,                0.96341,                0.24395,                0.18169,                0.81592,                0.25284,                0.14029,                0.81914,             0.00034244,             0.00034244,             0.00034244
                    140,                0.29113,                0.30288,                0.90157,                0.33006,                0.29574,                0.91053,                0.98445,                 0.9593,                0.99088,                 0.9659,                0.24285,                0.18115,                0.81286,                 0.2501,                0.13155,                 0.8177,             0.00034038,             0.00034038,             0.00034038
                    141,                0.28588,                0.29808,                0.89747,                0.32316,                0.29247,                0.90731,                 0.9803,                0.95987,                0.98608,                0.96011,                0.24198,                0.18181,                0.81648,                0.25093,                0.13817,                0.81976,             0.00033831,             0.00033831,             0.00033831
                    142,                0.29548,                0.30246,                0.89928,                0.33421,                0.30697,                 0.9089,                0.96373,                0.96478,                0.98732,                0.96438,                0.24052,                0.18994,                0.81647,                0.24792,                0.14761,                0.82112,             0.00033625,             0.00033625,             0.00033625
                    143,                0.27901,                0.28067,                 0.8988,                0.31274,                0.27718,                0.90742,                0.98567,                0.97813,                0.99143,                0.96929,                0.23763,                 0.1724,                0.81324,                0.24831,                0.11886,                0.81721,             0.00033419,             0.00033419,             0.00033419
                    144,                0.28882,                0.28851,                0.90141,                0.32359,                0.28183,                0.90773,                0.96801,                0.97035,                0.99051,                0.96729,                0.24563,                0.18169,                0.81767,                0.24891,                0.14314,                 0.8191,             0.00033213,             0.00033213,             0.00033213
                    145,                0.28523,                0.29226,                0.89708,                0.31756,                0.28749,                0.90466,                0.96729,                0.97319,                0.98968,                0.96629,                0.24287,                0.18964,                0.81651,                0.25239,                0.14623,                0.82817,             0.00033006,             0.00033006,             0.00033006
                    146,                0.28021,                0.29436,                0.89182,                0.31963,                0.28675,                0.90149,                 0.9744,                0.96663,                0.98855,                0.96196,                 0.2463,                0.18392,                0.81727,                0.25697,                0.14986,                 0.8242,               0.000328,               0.000328,               0.000328
                    147,                0.28303,                0.29059,                0.89807,                0.31657,                 0.2884,                0.90629,                0.97531,                0.96663,                0.99045,                0.96788,                0.24412,                0.17851,                0.81672,                0.25064,                0.13896,                 0.8177,             0.00032594,             0.00032594,             0.00032594
                    148,                 0.2822,                0.28641,                0.89705,                0.31973,                0.27957,                0.90465,                0.97506,                0.97125,                0.99075,                0.96773,                0.24437,                 0.1816,                0.81651,                 0.2493,                0.13277,                0.81862,             0.00032387,             0.00032387,             0.00032387
                    149,                0.27379,                0.28816,                 0.8949,                0.31122,                0.28531,                0.90302,                0.97893,                0.97101,                0.99153,                0.97045,                0.24098,                0.17068,                0.81538,                0.24427,                0.12437,                0.81972,             0.00032181,             0.00032181,             0.00032181
                    150,                0.29498,                0.29832,                0.89968,                0.33427,                0.29551,                0.90985,                0.97996,                0.95948,                0.98929,                0.96427,                 0.2423,                0.18698,                0.81482,                0.24796,                0.13412,                0.81675,             0.00031975,             0.00031975,             0.00031975
                    151,                0.28604,                0.28022,                0.89562,                0.32336,                0.27242,                  0.904,                0.96466,                0.97013,                0.98894,                0.96786,                0.24279,                0.18137,                0.81697,                0.24666,                0.14675,                0.81823,             0.00031769,             0.00031769,             0.00031769
                    152,                0.27975,                 0.2786,                0.89354,                0.31543,                 0.2695,                0.90266,                  0.973,                0.96982,                0.98883,                0.96688,                0.24868,                0.18398,                0.82145,                0.25283,                 0.1436,                0.82298,             0.00031562,             0.00031562,             0.00031562
                    153,                0.28582,                0.28027,                0.89977,                0.32167,                 0.2735,                0.90853,                0.96453,                 0.9585,                0.98544,                0.96152,                0.25313,                0.19669,                0.82655,                0.25744,                0.17355,                0.82908,             0.00031356,             0.00031356,             0.00031356
                    154,                0.28127,                0.28407,                0.89668,                0.31483,                0.27613,                0.90285,                0.97547,                0.96507,                0.98917,                0.96537,                0.24471,                0.18342,                0.82202,                0.25104,                0.14939,                0.82424,              0.0003115,              0.0003115,              0.0003115
                    155,                0.28053,                0.29193,                0.89893,                0.31367,                0.28674,                0.90611,                0.97214,                0.97757,                0.99084,                0.96815,                0.24092,                0.17529,                0.81555,                0.24916,                0.12883,                0.81887,             0.00030944,             0.00030944,             0.00030944
                    156,                0.29042,                0.28651,                0.90071,                0.32561,                0.28064,                0.90983,                0.98364,                  0.977,                0.99225,                0.96916,                0.24292,                0.17133,                0.81743,                0.24614,                0.12002,                0.81786,             0.00030738,             0.00030738,             0.00030738
                    157,                0.28602,                0.29155,                0.89555,                0.32025,                0.28931,                0.90379,                 0.9783,                0.96655,                 0.9895,                0.96612,                0.24147,                0.18361,                0.81675,                0.24701,                0.13678,                 0.8199,             0.00030531,             0.00030531,             0.00030531
                    158,                0.27268,                0.27577,                0.89238,                0.30771,                0.26735,                0.90244,                0.97709,                0.97823,                0.99179,                0.97053,                0.23778,                0.17427,                0.81342,                0.24501,                0.12516,                0.81839,             0.00030325,             0.00030325,             0.00030325
                    159,                0.27708,                0.28257,                0.89828,                0.31134,                0.27343,                0.90761,                0.98718,                0.97179,                 0.9896,                0.96786,                0.23816,                0.17548,                0.81474,                0.24298,                 0.1346,                0.81907,             0.00030119,             0.00030119,             0.00030119
                    160,                0.27831,                0.27876,                0.89804,                0.31358,                 0.2738,                0.90628,                0.97493,                0.95694,                0.98812,                0.96828,                 0.2362,                0.17647,                0.81243,                0.24293,                 0.1436,                0.81537,             0.00029913,             0.00029913,             0.00029913
                    161,                0.27441,                0.27448,                0.89652,                 0.3099,                0.26929,                0.90421,                0.97327,                0.97851,                0.99143,                0.97091,                0.23538,                0.16845,                0.81428,                0.23807,                0.12201,                0.81535,             0.00029706,             0.00029706,             0.00029706
                    162,                 0.2716,                0.27833,                 0.8897,                0.30807,                 0.2728,                0.89762,                0.97863,                0.97181,                  0.992,                0.97289,                0.23634,                0.16998,                0.81208,                0.23796,                0.12902,                0.81206,               0.000295,               0.000295,               0.000295
                    163,                0.26661,                0.27122,                 0.8831,                0.29979,                0.26277,                0.88978,                0.98613,                0.96549,                  0.992,                0.97191,                 0.2336,                0.17595,                0.81243,                0.23505,                0.12572,                0.81272,             0.00029294,             0.00029294,             0.00029294
                    164,                0.27236,                0.27447,                0.89191,                0.30733,                0.27219,                0.90004,                0.98355,                0.97703,                0.99297,                0.97072,                0.23336,                 0.1688,                0.81122,                0.23558,                0.11619,                0.81309,             0.00029088,             0.00029088,             0.00029088
                    165,                0.27133,                0.27358,                 0.8897,                0.30324,                0.25739,                0.89572,                0.97872,                 0.9679,                0.99056,                0.96709,                0.23992,                0.17125,                0.81726,                0.24358,                0.11825,                0.81557,             0.00028881,             0.00028881,             0.00028881
                    166,                0.26597,                0.27733,                0.88689,                0.29594,                0.27319,                0.89285,                0.98362,                0.96948,                0.99133,                0.97139,                0.23263,                0.16671,                0.81261,                0.23778,                0.11823,                0.81393,             0.00028675,             0.00028675,             0.00028675
                    167,                0.27402,                0.27764,                0.88966,                0.30595,                0.26702,                0.89644,                0.97732,                0.97333,                0.99226,                 0.9699,                0.23813,                0.16947,                0.81416,                0.24323,                0.12094,                0.81423,             0.00028469,             0.00028469,             0.00028469
                    168,                0.27183,                 0.2758,                0.89095,                0.30388,                0.26771,                0.89882,                0.97592,                0.97782,                0.99267,                0.96962,                0.23826,                0.16824,                0.81319,                0.23994,                0.11377,                0.81307,             0.00028262,             0.00028262,             0.00028262
                    169,                0.27031,                0.27493,                 0.8931,                 0.3058,                0.27035,                0.90006,                0.97773,                0.96655,                0.99012,                0.96842,                0.23432,                 0.1734,                0.81021,                0.23595,                0.12652,                0.81182,             0.00028056,             0.00028056,             0.00028056
                    170,                0.26518,                0.26335,                0.88825,                0.29837,                0.25373,                 0.8967,                0.98114,                0.97976,                0.99083,                0.97124,                0.23028,                0.16604,                0.80677,                0.23662,                0.11841,                 0.8121,              0.0002785,              0.0002785,              0.0002785
                    171,                0.28006,                0.27284,                0.89665,                0.31437,                0.26287,                0.90522,                0.96796,                0.98151,                0.98921,                0.96991,                0.22938,                0.16171,                 0.8076,                0.23543,                0.12645,                0.81096,             0.00027644,             0.00027644,             0.00027644
                    172,                0.26876,                0.26461,                0.89191,                0.30141,                0.25138,                 0.8986,                0.97873,                0.97003,                0.99187,                0.96923,                 0.2318,                0.16898,                0.80929,                0.24142,                0.12515,                 0.8129,             0.00027437,             0.00027437,             0.00027437
                    173,                0.27174,                0.27399,                0.88935,                0.30804,                0.26713,                0.89809,                0.96864,                0.98669,                0.99258,                0.96922,                0.23441,                0.16564,                 0.8118,                0.24222,                0.11884,                0.81405,             0.00027231,             0.00027231,             0.00027231
                    174,                0.27589,                0.27604,                0.89496,                0.31052,                0.26543,                0.90335,                0.99059,                0.96131,                0.99219,                0.97082,                0.23178,                0.16224,                0.80832,                0.23545,                0.11058,                  0.809,             0.00027025,             0.00027025,             0.00027025
                    175,                0.27069,                0.25484,                0.89193,                0.30619,                0.23878,                0.90002,                0.97443,                 0.9807,                0.98982,                0.96765,                0.23389,                0.16384,                0.81116,                0.24073,                0.11651,                0.81594,             0.00026819,             0.00026819,             0.00026819
                    176,                0.27427,                0.27063,                0.89283,                0.30724,                0.26371,                 0.9011,                0.97603,                0.98088,                0.99239,                 0.9693,                0.23664,                0.16942,                0.81373,                0.24445,                0.11936,                0.81606,             0.00026613,             0.00026613,             0.00026613
                    177,                0.26808,                0.27012,                0.88818,                0.29825,                0.25779,                 0.8957,                0.98306,                 0.9852,                0.99244,                0.97409,                0.23622,                0.16535,                0.81391,                0.23819,                0.10716,                0.81419,             0.00026406,             0.00026406,             0.00026406
                    178,                0.27013,                0.26497,                0.88995,                0.30078,                0.25165,                0.89709,                0.98204,                0.96985,                0.99175,                0.97251,                0.23291,                0.16691,                0.80989,                0.23647,                0.11991,                0.81156,               0.000262,               0.000262,               0.000262
                    179,                0.26732,                0.26967,                 0.8895,                0.29758,                0.26106,                0.89619,                0.97821,                 0.9721,                0.99084,                0.96981,                0.23158,                0.17306,                0.80851,                0.23545,                 0.1273,                 0.8088,             0.00025994,             0.00025994,             0.00025994
                    180,                0.26499,                0.27089,                0.89332,                0.29789,                0.26525,                0.90069,                0.97657,                0.97431,                0.99023,                0.96598,                 0.2331,                0.16845,                0.80952,                0.24133,                0.12632,                0.81218,             0.00025787,             0.00025787,             0.00025787
                    181,                0.26556,                0.26484,                0.89366,                0.30384,                0.25292,                0.90176,                0.98303,                0.97062,                0.99085,                 0.9708,                0.22834,                0.16276,                0.80807,                0.23282,                0.11561,                0.80941,             0.00025581,             0.00025581,             0.00025581
                    182,                0.26551,                0.26583,                0.88867,                0.30085,                0.25671,                0.89695,                0.98583,                0.98442,                0.99148,                0.97222,                0.22952,                0.15569,                0.80752,                 0.2329,                 0.1087,                0.80759,             0.00025375,             0.00025375,             0.00025375
                    183,                0.25663,                0.26099,                0.89286,                0.28665,                0.24848,                0.90044,                0.97193,                0.97493,                0.98907,                0.96981,                0.22893,                0.16723,                0.80712,                0.23675,                0.12865,                0.80706,             0.00025169,             0.00025169,             0.00025169
                    184,                0.26727,                0.26345,                0.89279,                0.29884,                 0.2519,                 0.9003,                0.96909,                0.98046,                0.99181,                0.97039,                0.22929,                0.15981,                0.80738,                0.24004,                0.11825,                0.81032,             0.00024963,             0.00024963,             0.00024963
                    185,                0.26289,                0.24856,                0.88737,                0.29737,                0.23854,                0.89703,                0.98383,                0.95662,                0.98954,                0.96788,                0.23126,                0.15919,                0.81036,                0.23982,                0.11963,                0.81241,             0.00024756,             0.00024756,             0.00024756
                    186,                0.26355,                0.26429,                0.88405,                0.29347,                0.25767,                0.89081,                0.97034,                0.97714,                0.99068,                0.96618,                0.23271,                0.16332,                0.81034,                0.24168,                0.11895,                0.81321,              0.0002455,              0.0002455,              0.0002455
                    187,                0.25878,                0.25062,                0.88592,                0.29175,                 0.2313,                0.89255,                0.97504,                0.97973,                0.99181,                0.97065,                0.23477,                  0.154,                0.81209,                0.23528,                0.11369,                0.80998,             0.00024344,             0.00024344,             0.00024344
                    188,                0.25758,                0.25815,                0.88754,                0.29349,                0.24871,                0.89489,                 0.9858,                0.98481,                0.99297,                0.97154,                0.22946,                0.15565,                0.80658,                0.23277,                0.11547,                0.80569,             0.00024137,             0.00024137,             0.00024137
                    189,                0.26236,                0.25251,                0.88746,                 0.2967,                0.24357,                0.89495,                0.98002,                0.98064,                 0.9925,                0.96859,                 0.2316,                0.15517,                0.80961,                0.24149,                0.11022,                0.81189,             0.00023931,             0.00023931,             0.00023931
                    190,                0.25442,                0.24852,                 0.8814,                0.28339,                0.23208,                0.88741,                0.99036,                 0.9629,                 0.9916,                0.96678,                0.23361,                0.15381,                0.80918,                0.24648,                 0.1188,                0.81412,             0.00023725,             0.00023725,             0.00023725
                    191,                0.25568,                0.24729,                0.88905,                0.28187,                0.23478,                0.89423,                0.98182,                0.97116,                0.99269,                0.97088,                0.23066,                0.15068,                0.81106,                0.23496,                0.11569,                0.81531,             0.00023519,             0.00023519,             0.00023519
                    192,                0.25011,                0.24097,                0.87941,                0.27914,                0.22636,                0.88553,                0.97626,                0.96503,                0.99105,                0.97043,                0.22966,                0.15681,                0.80773,                 0.2347,                0.12222,                0.80894,             0.00023313,             0.00023313,             0.00023313
                    193,                0.24713,                0.24404,                0.87974,                0.27631,                0.23152,                0.88765,                0.98163,                0.98636,                0.99247,                0.96848,                0.23022,                0.15402,                0.80975,                0.23363,                0.11169,                0.80931,             0.00023106,             0.00023106,             0.00023106
                    194,                0.26077,                0.24849,                0.88277,                0.28859,                0.22769,                0.88891,                0.98399,                0.98285,                0.99307,                 0.9697,                0.23042,                 0.1576,                 0.8083,                0.23713,                0.10893,                0.81207,               0.000229,               0.000229,               0.000229
                    195,                0.26072,                0.25173,                0.88996,                0.28974,                0.23388,                0.89668,                0.98532,                0.98458,                0.99297,                0.96624,                0.22929,                0.15187,                0.80766,                0.23962,                0.10854,                0.81189,             0.00022694,             0.00022694,             0.00022694
                    196,                0.25061,                0.24801,                0.88594,                0.28264,                 0.2341,                0.89459,                0.98598,                0.96974,                0.99174,                0.96581,                0.22796,                0.15824,                0.80731,                0.23525,                0.11898,                0.80955,             0.00022488,             0.00022488,             0.00022488
                    197,                0.26428,                0.24567,                0.88741,                0.29368,                0.22858,                 0.8936,                0.97888,                0.97887,                0.99168,                0.96916,                0.22788,                0.16041,                0.80678,                0.23231,                0.11963,                0.80755,             0.00022281,             0.00022281,             0.00022281
                    198,                0.25636,                0.25249,                0.88618,                0.28503,                0.24278,                0.89262,                0.98243,                 0.9648,                0.99037,                0.96744,                 0.2324,                0.15821,                0.80994,                0.23657,                0.12515,                0.80875,             0.00022075,             0.00022075,             0.00022075
                    199,                0.25852,                 0.2502,                0.88665,                0.29106,                0.23741,                0.89393,                0.97623,                   0.97,                0.98821,                0.96725,                0.22891,                0.15663,                 0.8069,                0.23709,                0.12916,                0.80781,             0.00021869,             0.00021869,             0.00021869
                    200,                0.25705,                 0.2463,                 0.8841,                0.28631,                0.23221,                 0.8906,                0.97474,                0.96199,                0.99079,                0.96406,                0.23504,                0.15774,                0.81046,                0.23882,                0.12287,                0.81052,             0.00021662,             0.00021662,             0.00021662
                    201,                0.24743,                0.23928,                0.88557,                0.27616,                0.22556,                0.89096,                 0.9782,                0.97662,                0.98873,                0.96662,                0.23155,                0.15978,                0.80789,                 0.2365,                0.13146,                0.80894,             0.00021456,             0.00021456,             0.00021456
                    202,                0.25947,                0.25327,                0.88823,                0.28771,                0.23684,                0.89517,                0.98215,                0.97604,                0.98854,                0.96628,                0.23242,                 0.1624,                0.80792,                0.23789,                0.12008,                0.80766,              0.0002125,              0.0002125,              0.0002125
                    203,                0.24887,                 0.2322,                 0.8831,                0.27566,                0.21381,                0.89071,                0.97181,                0.98332,                0.99171,                0.96672,                0.23297,                0.16081,                0.80827,                0.23598,                0.11692,                0.80666,             0.00021044,             0.00021044,             0.00021044
                    204,                0.24975,                 0.2478,                0.88229,                0.27964,                0.23369,                0.88929,                0.97935,                0.98131,                 0.9915,                0.96964,                0.22486,                0.15584,                0.80563,                0.22893,                0.11718,                0.80621,             0.00020837,             0.00020837,             0.00020837
                    205,                0.25404,                 0.2441,                0.89192,                0.28499,                0.24255,                0.90064,                0.97579,                0.97994,                0.99113,                0.96855,                0.22523,                0.15384,                0.80484,                0.22937,                0.12988,                0.80488,             0.00020631,             0.00020631,             0.00020631
                    206,                0.25085,                0.23945,                0.88356,                0.28203,                0.22726,                0.89115,                0.97216,                0.98085,                0.99133,                 0.9712,                0.22546,                0.15295,                0.80387,                0.22691,                0.12181,                0.80351,             0.00020425,             0.00020425,             0.00020425
                    207,                0.25034,                0.23378,                0.87947,                0.27982,                0.21968,                0.88734,                0.97069,                0.98257,                 0.9915,                0.97084,                0.22562,                0.15747,                0.80504,                0.22731,                0.11745,                0.80412,             0.00020219,             0.00020219,             0.00020219
                    208,                0.25116,                0.23675,                0.87853,                0.28204,                0.22549,                0.88676,                0.97737,                0.97452,                0.99161,                 0.9698,                0.22676,                0.15766,                 0.8057,                0.23239,                0.11971,                0.80661,             0.00020013,             0.00020013,             0.00020013
                    209,                0.24585,                0.23523,                0.88205,                0.27267,                0.21693,                0.88896,                0.97743,                0.97668,                0.99234,                0.97204,                0.22523,                0.15492,                0.80477,                0.22894,                0.12167,                0.80544,             0.00019806,             0.00019806,             0.00019806
                    210,                0.24806,                0.23848,                0.88172,                0.27561,                0.22873,                0.88869,                0.98239,                0.98391,                0.99206,                0.96807,                0.22642,                0.15688,                0.80669,                 0.2328,                0.11213,                 0.8069,               0.000196,               0.000196,               0.000196
                    211,                0.24179,                0.22963,                0.88185,                0.26989,                0.21617,                0.88873,                0.98336,                0.98467,                0.99284,                0.97131,                0.22203,                0.15368,                0.80478,                0.23064,                   0.11,                0.80617,             0.00019394,             0.00019394,             0.00019394
                    212,                0.24138,                0.23258,                0.88013,                 0.2677,                0.22329,                0.88599,                0.97302,                0.98749,                0.99214,                0.96817,                0.22515,                0.14911,                0.80643,                0.23134,                0.11384,                0.80812,             0.00019188,             0.00019188,             0.00019188
                    213,                0.25007,                0.24406,                0.87873,                0.28089,                 0.2302,                0.88432,                 0.9757,                0.98573,                0.99244,                0.97122,                0.22416,                0.14876,                0.80671,                0.23048,                0.10788,                0.80764,             0.00018981,             0.00018981,             0.00018981
                    214,                0.24738,                0.23632,                0.88009,                0.27519,                0.22068,                0.88835,                0.98491,                0.98474,                 0.9925,                0.97193,                0.22588,                0.14681,                0.80812,                0.22791,                0.10631,                 0.8083,             0.00018775,             0.00018775,             0.00018775
                    215,                 0.2394,                0.22668,                0.88094,                0.26833,                0.21314,                0.88792,                0.98693,                0.98927,                0.99343,                0.97006,                0.22584,                0.14537,                0.80809,                0.23095,                0.09968,                0.81027,             0.00018569,             0.00018569,             0.00018569
                    216,                0.24671,                0.23225,                0.88404,                0.27679,                0.21616,                0.89153,                0.98147,                0.98432,                0.99272,                0.96714,                0.22702,                0.14415,                0.80622,                0.23118,                0.10341,                0.80915,             0.00018362,             0.00018362,             0.00018362
                    217,                0.24613,                0.22551,                0.88092,                0.27161,                0.20752,                0.88557,                0.99087,                0.98127,                0.99278,                0.96996,                 0.2242,                0.14449,                0.80566,                0.23079,                0.09832,                0.80991,             0.00018156,             0.00018156,             0.00018156
                    218,                0.24311,                0.23623,                0.87962,                0.26913,                0.22032,                0.88647,                0.98186,                0.98609,                0.99217,                0.96811,                0.22576,                0.14659,                0.80598,                0.23113,                0.10089,                0.80847,              0.0001795,              0.0001795,              0.0001795
                    219,                0.24233,                0.23263,                0.88331,                0.27315,                0.22204,                0.89022,                0.98392,                0.97889,                0.99357,                0.97271,                0.22482,                0.14494,                0.80607,                0.22845,                0.10798,                 0.8065,             0.00017744,             0.00017744,             0.00017744
